,PDBID,pK
11300,1u3r,8.30
11301,1uv5,8.30
11302,1yt9,8.30
11303,1zzl,8.30
11304,2aeb,8.30
11305,2cen,8.30
11306,2gv2,8.30
11307,2hrp,8.30
11308,2imd,8.30
11309,2iqg,8.30
11310,2nv7,8.30
11311,2pe1,8.30
11312,2pll,8.30
11313,2pvk,8.30
11314,2qmd,8.30
11315,2rd6,8.30
11316,2rfn,8.30
11317,2rku,8.30
11318,2v7a,8.30
11319,2v95,8.30
11320,2x81,8.30
11321,2ydj,8.30
11322,2yoj,8.30
11323,3atu,8.30
11324,3bc5,8.30
11325,3bjm,8.30
11326,3cid,8.30
11327,3d20,8.30
11328,3fqe,8.30
11329,3fyj,8.30
11330,3g0d,8.30
11331,3g0g,8.30
11332,3g86,8.30
11333,3gjw,8.30
11334,3gn7,8.30
11335,3h5s,8.30
11336,3h98,8.30
11337,3hku,8.30
11338,3hvi,8.30
11339,3jy0,8.30
11340,3lxl,8.30
11341,3ly2,8.30
11342,3ocb,8.30
11343,3oct,8.30
11344,3ot3,8.30
11345,3rvg,8.30
11346,3skf,8.30
11347,3tyq,8.30
11348,3zps,8.30
11349,4afg,8.30
11350,4az3,8.30
11351,4bea,8.30
11352,4cwr,8.30
11353,4dus,8.30
11354,4ejn,8.30
11355,4elb,8.30
11356,4emv,8.30
11357,4fob,8.30
11358,4gfn,8.30
11359,4gtq,8.30
11360,4gtr,8.30
11361,4hgs,8.30
11362,4i6f,8.30
11363,4i6h,8.30
11364,4jps,8.30
11365,4jzd,8.30
11366,4kcg,8.30
11367,4l4l,8.30
11368,4lwu,8.30
11369,4n1u,8.30
11370,4nus,8.30
11371,4o0b,8.30
11372,4o5b,8.30
11373,4ohk,8.30
11374,4olh,8.30
11375,4qo4,8.30
11376,4rx7,8.30
11377,4wki,8.30
11378,4x6p,8.30
11379,4xhk,8.30
11380,4zy6,8.30
11381,5am3,8.30
11382,5buj,8.30
11383,5bvo,8.30
11384,5cxh,8.30
11385,1rgj,8.31
11386,2hs2,8.31
11387,3dc3,8.31
11388,4acd,8.31
11389,4csj,8.31
11390,4ddl,8.31
11391,2dq7,8.32
11392,2fdd,8.32
11393,2gj5,8.32
11394,2qtb,8.32
11395,2xhr,8.32
11396,2yi7,8.32
11397,3qak,8.32
11398,3tv6,8.32
11399,4bbg,8.32
11400,4gih,8.32
11401,4jwk,8.32
11402,4kin,8.32
11403,4pee,8.32
11404,5a3u,8.32
11405,5c2a,8.32
11406,1hwr,8.33
11407,1u9q,8.33
11408,2wj2,8.33
11409,3ns7,8.33
11410,3sdi,8.33
11411,3sw2,8.33
11412,4eev,8.33
11413,4htx,8.33
11414,4i33,8.33
11415,4z1k,8.33
11416,1bzy,8.34
11417,1uwb,8.34
11418,2qci,8.34
11419,2wxl,8.34
11420,2xye,8.34
11421,3ay9,8.34
11422,3f82,8.34
11423,3lj7,8.34
11424,3npc,8.34
11425,4yhf,8.34
11426,1h23,8.35
11427,1mj7,8.35
11428,2uwd,8.35
11429,2zxa,8.35
11430,3bgl,8.35
11431,3m6p,8.35
11432,3nu5,8.35
11433,4bf6,8.35
11434,4mvh,8.35
11435,4yml,8.35
11436,9hvp,8.35
11437,1bb0,8.36
11438,1d4j,8.36
11439,3d83,8.36
11440,3g45,8.36
11441,3kek,8.36
11442,3oj8,8.36
11443,3r7o,8.36
11444,3wiz,8.36
11445,4e6q,8.36
11446,4g3f,8.36
11447,4gzf,8.36
11448,4k19,8.36
11449,4lts,8.36
11450,4y2b,8.36
11451,5dls,8.36
11452,1ouy,8.37
11453,2fjp,8.37
11454,2nmy,8.37
11455,2nmz,8.37
11456,2nnk,8.37
11457,2nnp,8.37
11458,2xdw,8.37
11459,3h0z,8.37
11460,3q6k,8.37
11461,3t1a,8.37
11462,3tcp,8.37
11463,3wyx,8.37
11464,4bao,8.37
11465,4v24,8.37
11466,4ye3,8.37
11467,1k21,8.38
11468,1mu6,8.38
11469,3hab,8.38
11470,3qkd,8.38
11471,3zpu,8.38
11472,4a6b,8.38
11473,4ere,8.38
11474,4g3e,8.38
11475,4xv1,8.38
11476,5d21,8.38
11477,1it6,8.39
11478,1lzq,8.39
11479,1x7b,8.39
11480,3dpk,8.39
11481,4p1r,8.39
11482,4qyg,8.39
11483,1a4g,8.40
11484,1aaq,8.40
11485,1b6m,8.40
11486,1fd0,8.40
11487,1fq5,8.40
11488,1fzk,8.40
11489,1jil,8.40
11490,1k22,8.40
11491,1mtr,8.40
11492,1nd5,8.40
11493,1o47,8.40
11494,1q3w,8.40
11495,1s64,8.40
11496,1w4l,8.40
11497,1w5x,8.40
11498,1w7x,8.40
11499,1z1h,8.40
11500,1zpa,8.40
11501,2al5,8.40
11502,2baj,8.40
11503,2j95,8.40
11504,2oic,8.40
11505,2oqv,8.40
11506,2ovy,8.40
11507,2pe2,8.40
11508,2qbp,8.40
11509,2rl5,8.40
11510,2uwl,8.40
11511,2vsl,8.40
11512,2xyn,8.40
11513,2y82,8.40
11514,2zda,8.40
11515,3b68,8.40
11516,3bl7,8.40
11517,3coh,8.40
11518,3d0e,8.40
11519,3efw,8.40
11520,3ekn,8.40
11521,3el9,8.40
11522,3eos,8.40
11523,3frg,8.40
11524,3gz9,8.40
11525,3k9x,8.40
11526,3kwz,8.40
11527,3nrm,8.40
11528,3ook,8.40
11529,3qrj,8.40
11530,3qxv,8.40
11531,3r2b,8.40
11532,3s4q,8.40
11533,3s74,8.40
11534,3str,8.40
11535,3sww,8.40
11536,3ttz,8.40
11537,3u4w,8.40
11538,3vap,8.40
11539,3zxz,8.40
11540,4aoi,8.40
11541,4at3,8.40
11542,4b8o,8.40
11543,4bck,8.40
11544,4bgh,8.40
11545,4c61,8.40
11546,4cnh,8.40
11547,4dk5,8.40
11548,4fzc,8.40
11549,4jai,8.40
11550,4jsr,8.40
11551,4l52,8.40
11552,4lxk,8.40
11553,4mqu,8.40
11554,4nh7,8.40
11555,4nw6,8.40
11556,4px6,8.40
11557,4ra5,8.40
11558,4rcf,8.40
11559,4ual,8.40
11560,4uro,8.40
11561,4uyn,8.40
11562,4x7k,8.40
11563,4z3v,8.40
11564,5ccm,8.40
11565,5cs2,8.40
11566,5d9k,8.40
11567,5em6,8.40
11568,1e4h,8.41
11569,1g48,8.41
11570,1i9p,8.41
11571,1i9q,8.41
11572,1w96,8.41
11573,2am9,8.41
11574,2w6c,8.41
11575,3mvm,8.41
11576,3oxc,8.41
11577,4agd,8.41
11578,4ngt,8.41
11579,5ak2,8.41
11580,1bwb,8.42
11581,1htg,8.42
11582,1i9o,8.42
11583,2g5p,8.42
11584,2isc,8.42
11585,4ezj,8.42
11586,4hbp,8.42
11587,4ksy,8.42
11588,4wa9,8.42
11589,5c4s,8.42
11590,1jje,8.43
11591,2c8w,8.43
11592,2xbv,8.43
11593,2za5,8.43
11594,3nhi,8.43
11595,3qlb,8.43
11596,3tam,8.43
11597,3u7s,8.43
11598,4cqe,8.43
11599,4g3g,8.43
11600,4y8x,8.43
11601,4zk5,8.43
11602,1bmn,8.44
11603,1ynd,8.44
11604,2rf2,8.44
11605,2vc9,8.44
11606,2xyf,8.44
11607,3uhm,8.44
11608,3w1f,8.44
11609,4bbe,8.44
11610,4zae,8.44
11611,1jq9,8.45
11612,1a3e,8.46
11613,1bgo,8.46
11614,1iht,8.46
11615,1ld8,8.46
11616,1u3q,8.46
11617,1u9w,8.46
11618,2mip,8.46
11619,2oh4,8.46
11620,3bx5,8.46
11621,3kdd,8.46
11622,3kl6,8.46
11623,3nam,8.46
11624,3q2g,8.46
11625,4css,8.46
11626,4he9,8.46
11627,4lge,8.46
11628,4u01,8.46
11629,1qkn,8.47
11630,2ds1,8.47
11631,2oag,8.47
11632,2qo8,8.47
11633,2wei,8.47
11634,3b28,8.47
11635,3bhb,8.47
11636,3zln,8.47
11637,1i9l,8.48
11638,1i9m,8.48
11639,1w5y,8.48
11640,2hs1,8.48
11641,2p3b,8.48
11642,2r5p,8.48
11643,2uxz,8.48
11644,2yix,8.48
11645,3b1m,8.48
11646,3eqs,8.48
11647,3n3j,8.48
11648,3wqh,8.48
11649,4jpa,8.48
11650,4nvq,8.48
11651,4o0v,8.48
11652,5ap2,8.48
11653,1akt,8.49
11654,1ec0,8.49
11655,2g5u,8.49
11656,2ieo,8.49
11657,2ihq,8.49
11658,2oqi,8.49
11659,3gfe,8.49
11660,3pp1,8.49
11661,3s45,8.49
11662,3wyy,8.49
11663,4a22,8.49
11664,4ehe,8.49
11665,4hdf,8.49
11666,4m2r,8.49
11667,4mwu,8.49
11668,7upj,8.49
11669,3d3p,8.50
11670,3qd0,8.50
11671,1cr6,8.51
11672,1d8m,8.51
11673,1g05,8.51
11674,1qpl,8.51
11675,2rg5,8.51
11676,2vh0,8.51
11677,3i25,8.51
11678,3tia,8.51
11679,3u8j,8.51
11680,3uol,8.51
11681,3zpt,8.51
11682,4nk9,8.51
11683,1b6p,8.52
11684,1d7x,8.52
11685,1fcy,8.52
11686,1hbj,8.52
11687,1i5r,8.52
11688,1jij,8.52
11689,1jk7,8.52
11690,1nfx,8.52
11691,1o44,8.52
11692,1oit,8.52
11693,1q6p,8.52
11694,1r78,8.52
11695,1rhu,8.52
11696,1rp7,8.52
11697,1sps,8.52
11698,1ta2,8.52
11699,1urw,8.52
11700,1w14,8.52
11701,1xkk,8.52
11702,2b1p,8.52
11703,2boh,8.52
11704,2bqw,8.52
11705,2bxt,8.52
11706,2fs9,8.52
11707,2fvd,8.52
11708,2gbi,8.52
11709,2hfp,8.52
11710,2oc2,8.52
11711,2ow3,8.52
11712,2q64,8.52
11713,2qmf,8.52
11714,2qu6,8.52
11715,2v11,8.52
11716,2vaq,8.52
11717,2vf6,8.52
11718,2vnm,8.52
11719,2vtp,8.52
11720,2vvc,8.52
11721,2vw5,8.52
11722,2w1g,8.52
11723,2wn9,8.52
11724,2wxp,8.52
11725,2xa4,8.52
11726,2xbj,8.52
11727,2xfk,8.52
11728,3cic,8.52
11729,3dcv,8.52
11730,3dya,8.52
11731,3h5u,8.52
11732,3hvh,8.52
11733,3hvk,8.52
11734,3i0r,8.52
11735,3ia6,8.52
11736,3jzo,8.52
11737,3k84,8.52
11738,3lpi,8.52
11739,3m2w,8.52
11740,3ml5,8.52
11741,3n23,8.52
11742,3ns9,8.52
11743,3ocg,8.52
11744,3pa4,8.52
11745,3psb,8.52
11746,3psd,8.52
11747,3sfc,8.52
11748,3spk,8.52
11749,3suu,8.52
11750,3sx4,8.52
11751,3t3v,8.52
11752,3tct,8.52
11753,3ttm,8.52
11754,3u4u,8.52
11755,3umw,8.52
11756,3zxh,8.52
11757,4bae,8.52
11758,4bcb,8.52
11759,4c4j,8.52
11760,4dtk,8.52
11761,4e1z,8.52
11762,4e3l,8.52
11763,4foc,8.52
11764,4gjd,8.52
11765,4gv1,8.52
11766,4h1e,8.52
11767,4h3i,8.52
11768,4h4m,8.52
11769,4hyi,8.52
11770,4izy,8.52
11771,4j52,8.52
11772,4jnc,8.52
11773,4jnm,8.52
11774,4l6s,8.52
11775,4lgg,8.52
11776,4nh8,8.52
11777,4o6w,8.52
11778,4o97,8.52
11779,4p1u,8.52
11780,4rpv,8.52
11781,4rx5,8.52
11782,4tlr,8.52
11783,4uwh,8.52
11784,4wcu,8.52
11785,4yne,8.52
11786,4yzc,8.52
11787,4zj6,8.52
11788,4zom,8.52
11789,5am1,8.52
11790,5bue,8.52
11791,3jzc,8.53
11792,1r1i,8.54
11793,3hc8,8.54
11794,3kjd,8.54
11795,3q96,8.54
11796,4fcb,8.54
11797,4hwo,8.54
11798,4mbl,8.54
11799,4yay,8.54
11800,1hos,8.55
11801,1ibg,8.55
11802,1ppl,8.55
11803,2byr,8.55
11804,2zis,8.55
11805,3ejp,8.55
11806,3g6g,8.55
11807,3kfc,8.55
11808,3rwg,8.55
11809,3t8s,8.55
11810,3v51,8.55
11811,4ynd,8.55
11812,5amd,8.55
11813,3so9,8.56
11814,1bgq,8.57
11815,1q1g,8.57
11816,1yye,8.57
11817,2h8h,8.57
11818,2i0j,8.57
11819,2r5q,8.57
11820,2w6t,8.57
11821,2w78,8.57
11822,2x4z,8.57
11823,2yne,8.57
11824,3dkf,8.57
11825,3ejq,8.57
11826,3ejr,8.57
11827,3v7x,8.57
11828,3vrt,8.57
11829,4hy4,8.57
11830,4kmz,8.57
11831,4re3,8.57
11832,4tpk,8.57
11833,4uwl,8.57
11834,5caq,8.57
11835,3r5t,8.58
11836,1akw,8.59
11837,1hkj,8.59
11838,1m7q,8.59
11839,2fky,8.59
11840,2gu8,8.59
11841,2iit,8.59
11842,2itz,8.59
11843,2wky,8.59
11844,3ibi,8.59
11845,4ezl,8.59
11846,4mx9,8.59
11847,4tpp,8.59
11848,1bwa,8.60
11849,1ikw,8.60
11850,1yy4,8.60
11851,2r5b,8.60
11852,3b66,8.60
11853,3bqn,8.60
11854,3fhe,8.60
11855,3k5g,8.60
11856,3m6f,8.60
11857,3oe0,8.60
11858,3s43,8.60
11859,3sxf,8.60
11860,3t3u,8.60
11861,4efs,8.60
11862,4f65,8.60
11863,4gj2,8.60
11864,4jg8,8.60
11865,4ke1,8.60
11866,4qf7,8.60
11867,4qjp,8.60
11868,4qlt,8.60
11869,5cf5,8.60
11870,4b00,8.61
11871,4ban,8.61
11872,1a61,8.62
11873,1azl,8.62
11874,2bbb,8.62
11875,2cej,8.62
11876,2h42,8.62
11877,3dt1,8.62
11878,3qqu,8.62
11879,3ryz,8.62
11880,4bf1,8.62
11881,4dru,8.62
11882,4fcf,8.62
11883,4hf4,8.62
11884,4jx9,8.62
11885,4nrl,8.62
11886,4tpm,8.62
11887,4zim,8.62
11888,5egm,8.62
11889,3f17,8.63
11890,4ee0,8.63
11891,1g45,8.64
11892,1mue,8.64
11893,1r1j,8.64
11894,1t31,8.64
11895,2qry,8.64
11896,2qt9,8.64
11897,3f88,8.64
11898,3hkw,8.64
11899,3s71,8.64
11900,3wig,8.64
11901,3zev,8.64
11902,4g9c,8.64
11903,4pft,8.64
11904,4qd6,8.64
11905,4x6x,8.64
11906,4ydn,8.64
11907,4zyf,8.64
11908,5e8f,8.64
11909,6std,8.64
11910,2oax,8.65
11911,4kp0,8.65
11912,1i9n,8.66
11913,1n9a,8.66
11914,2i47,8.66
11915,2pja,8.66
11916,2rg6,8.66
11917,2x39,8.66
11918,3cjo,8.66
11919,3d1x,8.66
11920,3kqc,8.66
11921,3nox,8.66
11922,3s68,8.66
11923,3t19,8.66
11924,3u8k,8.66
11925,3vnt,8.66
11926,4bbf,8.66
11927,4p0n,8.66
11928,3u1y,8.67
11929,2nw4,8.68
11930,2qd6,8.68
11931,3c6t,8.68
11932,3iw4,8.68
11933,3jsi,8.68
11934,3m8p,8.68
11935,3p76,8.68
11936,3s3r,8.68
11937,4jmh,8.68
11938,4lgu,8.68
11939,2q55,8.69
11940,1bcd,8.70
11941,1bji,8.70
11942,1dmt,8.70
11943,1f9e,8.70
11944,1g4j,8.70
11945,1haa,8.70
11946,1hfs,8.70
11947,1ida,8.70
11948,1jgl,8.70
11949,1jiz,8.70
11950,1jyq,8.70
11951,1lnm,8.70
11952,1npa,8.70
11953,1npw,8.70
11954,1ohr,8.70
11955,1pxo,8.70
11956,1rne,8.70
11957,1svg,8.70
11958,1t7j,8.70
11959,1w13,8.70
11960,1xap,8.70
11961,1y0x,8.70
11962,2b7d,8.70
11963,2be2,8.70
11964,2bpm,8.70
11965,2bvx,8.70
11966,2dbl,8.70
11967,2f8g,8.70
11968,2fl2,8.70
11969,2fmb,8.70
11970,2fr3,8.70
11971,2h4n,8.70
11972,2hm1,8.70
11973,2i0e,8.70
11974,2i3z,8.70
11975,2jh0,8.70
11976,2k31,8.70
11977,2nnq,8.70
11978,2nwl,8.70
11979,2oaz,8.70
11980,2ojj,8.70
11981,2ovx,8.70
11982,2pcp,8.70
11983,2q2z,8.70
11984,2q7u,8.70
11985,2uwo,8.70
11986,2vj8,8.70
11987,2vnn,8.70
11988,2w0d,8.70
11989,2w17,8.70
11990,2wf1,8.70
11991,2wgj,8.70
11992,2wxv,8.70
11993,2wyg,8.70
11994,2x2i,8.70
11995,2xvd,8.70
11996,2y5f,8.70
11997,2y7z,8.70
11998,2y81,8.70
11999,2yac,8.70
12000,2yak,8.70
12001,3be2,8.70
12002,3bla,8.70
12003,3brn,8.70
12004,3d9z,8.70
12005,3da6,8.70
12006,3eqr,8.70
12007,3fdm,8.70
12008,3ge7,8.70
12009,3hvj,8.70
12010,3hwn,8.70
12011,3i5z,8.70
12012,3i60,8.70
12013,3ik3,8.70
12014,3l1s,8.70
12015,3lgp,8.70
12016,3lvp,8.70
12017,3oot,8.70
12018,3oyp,8.70
12019,3oz1,8.70
12020,3pa5,8.70
12021,3ppj,8.70
12022,3qc4,8.70
12023,3qk0,8.70
12024,3s73,8.70
12025,3thb,8.70
12026,3wc5,8.70
12027,4a7i,8.70
12028,4bah,8.70
12029,4d89,8.70
12030,4d8c,8.70
12031,4eo6,8.70
12032,4f1s,8.70
12033,4hxw,8.70
12034,4hy1,8.70
12035,4i5h,8.70
12036,4j53,8.70
12037,4jjg,8.70
12038,4jlg,8.70
12039,4k6z,8.70
12040,4lgh,8.70
12041,4lxa,8.70
12042,4n4v,8.70
12043,4nwk,8.70
12044,4o12,8.70
12045,4o15,8.70
12046,4occ,8.70
12047,4ps3,8.70
12048,4q1c,8.70
12049,4r5a,8.70
12050,4rce,8.70
12051,4rwj,8.70
12052,4unr,8.70
12053,4x7o,8.70
12054,4xmo,8.70
12055,4yth,8.70
12056,4zg7,8.70
12057,4zwx,8.70
12058,4zwy,8.70
12059,4zwz,8.70
12060,5bnj,8.70
12061,5c2e,8.70
12062,5dk4,8.70
12063,5e2o,8.70
12064,5e8r,8.70
12065,5edq,8.70
12066,3t9t,8.71
12067,1c12,8.72
12068,1eub,8.72
12069,1hc9,8.72
12070,1hkm,8.72
12071,1o5m,8.72
12072,1x76,8.72
12073,2pjc,8.72
12074,2wj1,8.72
12075,3ckz,8.72
12076,3lik,8.72
12077,3p8o,8.72
12078,3pwh,8.72
12079,3ts4,8.72
12080,3vf9,8.72
12081,4bkj,8.72
12082,4crc,8.72
12083,4hhy,8.72
12084,4ish,8.72
12085,4ivb,8.72
12086,4q1b,8.72
12087,4tv3,8.72
12088,4x6o,8.72
12089,5c42,8.72
12090,5c4u,8.72
12091,1cin,8.73
12092,1b6k,8.74
12093,1bl4,8.74
12094,1mjj,8.74
12095,1pxh,8.74
12096,1sdv,8.74
12097,2anm,8.74
12098,2fl5,8.74
12099,2opb,8.74
12100,2vkm,8.74
12101,2wtv,8.74
12102,3ce3,8.74
12103,3eml,8.74
12104,3q32,8.74
12105,3r7r,8.74
12106,3rz1,8.74
12107,3ti3,8.74
12108,4ei4,8.74
12109,4gii,8.74
12110,3wt7,8.75
12111,1bnv,8.77
12112,1d4l,8.77
12113,1lq2,8.77
12114,1qft,8.77
12115,1ros,8.77
12116,1x38,8.77
12117,1xpc,8.77
12118,1zp8,8.77
12119,1zuc,8.77
12120,2cne,8.77
12121,2itt,8.77
12122,2j7x,8.77
12123,2uz6,8.77
12124,2wkz,8.77
12125,2yis,8.77
12126,3b5r,8.77
12127,3e4a,8.77
12128,3qdd,8.77
12129,3s3q,8.77
12130,4d09,8.77
12131,4e4l,8.77
12132,4ekg,8.77
12133,4frs,8.77
12134,4kql,8.77
12135,4m0f,8.77
12136,4rss,8.77
12137,4yhq,8.77
12138,4yt7,8.77
12139,5abh,8.77
12140,5ea3,8.77
12141,4b7n,8.78
12142,1cj1,8.80
12143,1csi,8.80
12144,1f1j,8.80
12145,1fkn,8.80
12146,1g46,8.80
12147,1ryf,8.80
12148,1w5w,8.80
12149,2amv,8.80
12150,2ll7,8.80
12151,2q2y,8.80
12152,2q7m,8.80
12153,2xn6,8.80
12154,3d1z,8.80
12155,3eyg,8.80
12156,3idp,8.80
12157,3oaf,8.80
12158,3rt4,8.80
12159,3skc,8.80
12160,3vyf,8.80
12161,4g2w,8.80
12162,4ge9,8.80
12163,4gk2,8.80
12164,4ksp,8.80
12165,4ngq,8.80
12166,4z9l,8.80
12167,5cau,8.80
12168,5e2p,8.80
12169,1ork,8.81
12170,1yz3,8.81
12171,1cim,8.82
12172,1czk,8.82
12173,1g54,8.82
12174,1m0b,8.82
12175,2ckm,8.82
12176,2ghg,8.82
12177,2giu,8.82
12178,2hvc,8.82
12179,2p93,8.82
12180,2r4f,8.82
12181,2r9m,8.82
12182,2zcq,8.82
12183,2zxg,8.82
12184,3bz3,8.82
12185,3fvk,8.82
12186,3nu4,8.82
12187,3que,8.82
12188,3tlh,8.82
12189,3zlo,8.82
12190,4hrd,8.82
12191,4i5c,8.82
12192,4jmg,8.82
12193,4ks1,8.82
12194,4na8,8.82
12195,4oys,8.82
12196,4x6n,8.82
12197,5bvn,8.82
12198,5bvw,8.82
12199,1lhu,8.83
12200,3mxd,8.83
12201,4btt,8.84
12202,1d4i,8.85
12203,1u3s,8.85
12204,2avo,8.85
12205,2obf,8.85
12206,2qlf,8.85
12207,3b67,8.85
12208,3e93,8.85
12209,3itz,8.85
12210,3nzu,8.85
12211,3ppk,8.85
12212,3prf,8.85
12213,3r2f,8.85
12214,3vo3,8.85
12215,3vsx,8.85
12216,3wyl,8.85
12217,4gj3,8.85
12218,4hvd,8.85
12219,4j6i,8.85
12220,4mu7,8.85
12221,5cas,8.85
12222,2feq,8.86
12223,2xej,8.87
12224,2ycs,8.87
12225,3c6u,8.87
12226,3tic,8.87
12227,4hzw,8.88
12228,1i90,8.89
12229,1lek,8.89
12230,1n3i,8.89
12231,1nfy,8.89
12232,1nt1,8.89
12233,1xp9,8.89
12234,1ztq,8.89
12235,2h5i,8.89
12236,2idw,8.89
12237,2lpr,8.89
12238,2onz,8.89
12239,2y7x,8.89
12240,3a4o,8.89
12241,3ekp,8.89
12242,3km4,8.89
12243,3rin,8.89
12244,3sx9,8.89
12245,3u8m,8.89
12246,3v66,8.89
12247,3vhc,8.89
12248,3wke,8.89
12249,3zos,8.89
12250,3zze,8.89
12251,4cli,8.89
12252,4cst,8.89
12253,4e3i,8.89
12254,4hy5,8.89
12255,4mcv,8.89
12256,4psh,8.89
12257,4qyh,8.89
12258,4yc9,8.89
12259,1i8z,8.90
12260,1uze,8.90
12261,3egt,8.90
12262,1lhv,8.91
12263,4bak,8.91
12264,1bim,8.92
12265,1ec1,8.92
12266,1kzn,8.92
12267,1n95,8.92
12268,1r1h,8.92
12269,1xoz,8.92
12270,2w1i,8.92
12271,3k37,8.92
12272,3mg8,8.92
12273,4e3j,8.92
12274,4e6d,8.92
12275,4fod,8.92
12276,4hdc,8.92
12277,4heg,8.92
12278,4hrc,8.92
12279,4mti,8.92
12280,4mxa,8.92
12281,4onf,8.92
12282,5ew3,8.92
12283,1i91,8.94
12284,3uza,8.94
12285,4bam,8.94
12286,2z7g,8.95
12287,3ti5,8.95
12288,1doj,8.96
12289,1j37,8.96
12290,1ld7,8.96
12291,1n94,8.96
12292,1nfw,8.96
12293,1qon,8.96
12294,2p4j,8.96
12295,2qhc,8.96
12296,3dcc,8.96
12297,3i9g,8.96
12298,3krj,8.96
12299,3rz7,8.96
12300,3s7a,8.96
12301,3ue4,8.96
12302,3v5p,8.96
12303,4ag8,8.96
12304,4bdt,8.96
12305,4k18,8.96
12306,4ptc,8.96
12307,5cf8,8.96
12308,1ag9,9.00
12309,1apv,9.00
12310,1ba8,9.00
12311,1czr,9.00
12312,1dbb,9.00
12313,1e3g,9.00
12314,1fm9,9.00
12315,1gvu,9.00
12316,1hef,9.00
12317,1hiv,9.00
12318,1iyl,9.00
12319,1jii,9.00
12320,1k27,9.00
12321,1lcj,9.00
12322,1mq5,9.00
12323,1mu8,9.00
12324,1mxo,9.00
12325,1pop,9.00
12326,1rm8,9.00
12327,1syo,9.00
12328,1sz0,9.00
12329,1xp0,9.00
12330,1y0l,9.00
12331,2asu,9.00
12332,2b7a,9.00
12333,2ban,9.00
12334,2i03,9.00
12335,2i4t,9.00
12336,2ien,9.00
12337,2iok,9.00
12338,2j4i,9.00
12339,2ofu,9.00
12340,2on3,9.00
12341,2oo8,9.00
12342,2ow1,9.00
12343,2p4y,9.00
12344,2r0u,9.00
12345,2r2l,9.00
12346,2r6n,9.00
12347,2rcx,9.00
12348,2rgu,9.00
12349,2w05,9.00
12350,2wxj,9.00
12351,2wyj,9.00
12352,2xp2,9.00
12353,3dcw,9.00
12354,3dd0,9.00
12355,3er5,9.00
12356,3i0s,9.00
12357,3iad,9.00
12358,3irx,9.00
12359,3jrx,9.00
12360,3jxw,9.00
12361,3jy9,9.00
12362,3k54,9.00
12363,3k98,9.00
12364,3kc1,9.00
12365,3kw9,9.00
12366,3lhs,9.00
12367,3li2,9.00
12368,3m1s,9.00
12369,3nw9,9.00
12370,3o1g,9.00
12371,3pa3,9.00
12372,3r02,9.00
12373,3tjd,9.00
12374,3tkm,9.00
12375,3u6h,9.00
12376,3u6i,9.00
12377,3u8w,9.00
12378,3ui7,9.00
12379,3uri,9.00
12380,4c2v,9.00
12381,4dei,9.00
12382,4dmy,9.00
12383,4flh,9.00
12384,4gee,9.00
12385,4ggl,9.00
12386,4gm3,9.00
12387,4gm8,9.00
12388,4h3f,9.00
12389,4hyh,9.00
12390,4iwd,9.00
12391,4ktc,9.00
12392,4l8m,9.00
12393,4lj3,9.00
12394,4mk8,9.00
12395,4mka,9.00
12396,4o6e,9.00
12397,4ps8,9.00
12398,4qgg,9.00
12399,4qgh,9.00
12400,4r1v,9.00
12401,4rio,9.00
12402,4rvm,9.00
12403,4s2i,9.00
12404,4uib,9.00
12405,4uwk,9.00
12406,4whz,9.00
12407,4wx6,9.00
12408,4x5q,9.00
12409,4x60,9.00
12410,4x61,9.00
12411,4xyf,9.00
12412,4ys7,9.00
12413,5bpa,9.00
12414,8hvp,9.00
12415,2fes,9.01
12416,2q54,9.01
12417,3jzb,9.01
12418,4baq,9.01
12419,4omd,9.01
12420,4wri,9.01
12421,2ql9,9.03
12422,3lj3,9.03
12423,4gg5,9.03
12424,4jh0,9.03
12425,4ppc,9.03
12426,4xtw,9.03
12427,5axp,9.03
12428,1ec3,9.04
12429,1g53,9.04
12430,1qkt,9.04
12431,3g4g,9.04
12432,3g4i,9.04
12433,3m37,9.04
12434,3r0t,9.04
12435,3vfb,9.04
12436,4od0,9.04
12437,1ebw,9.05
12438,1ezq,9.05
12439,1kdk,9.05
12440,1ni1,9.05
12441,1pbk,9.05
12442,1s63,9.05
12443,1udu,9.05
12444,2i6a,9.05
12445,2v12,9.05
12446,3hb4,9.05
12447,3nu9,9.05
12448,3ti8,9.05
12449,3tt0,9.05
12450,3vuc,9.05
12451,4an2,9.05
12452,4aqc,9.05
12453,4e4n,9.05
12454,4i72,9.05
12455,4m3m,9.05
12456,4xkx,9.05
12457,1you,9.06
12458,2byp,9.06
12459,3eq8,9.06
12460,3fc2,9.06
12461,4nau,9.06
12462,1nw4,9.07
12463,2qd8,9.07
12464,3gba,9.07
12465,4cmo,9.07
12466,4jnj,9.07
12467,4oo9,9.07
12468,4pv0,9.07
12469,1bnw,9.08
12470,1lhw,9.08
12471,1tu6,9.08
12472,1xmu,9.08
12473,2rkf,9.08
12474,3a2o,9.08
12475,3aox,9.08
12476,3dst,9.08
12477,3ffg,9.08
12478,3sue,9.08
12479,3x00,9.08
12480,4qn7,9.08
12481,1akr,9.09
12482,1d3d,9.09
12483,1msn,9.09
12484,2g5t,9.09
12485,2v58,9.09
12486,2w8y,9.09
12487,3agm,9.09
12488,3eq7,9.09
12489,3mw1,9.09
12490,4kp6,9.09
12491,4zls,9.09
12492,1akq,9.10
12493,1h22,9.10
12494,1sj0,9.10
12495,2b5j,9.10
12496,2c6e,9.10
